fecha,marca,zona,tipo_cristal,instalacion_ipc
2024-05-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,34234.81756699988
2024-05-01,VOLKSWAGEN,Rosario,Custodia/Coleta,34234.81757035442
2024-05-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,61418.98620715766
2024-07-01,CHEVROLET,CABA,Custodia/Coleta,30819.912489589293
2024-07-01,CHEVROLET,CORD_TUC_STAFE,Custodia/Coleta,33670.7543948763
2024-07-01,CHEVROLET,Rosario,Custodia/Coleta,33670.75440274592
2024-07-01,CHEVROLET,TIERRA DEL FUEGO,Custodia/Coleta,60407.02847959501
2024-07-01,FIAT,CABA,Custodia/Coleta,30819.912489589293
2024-07-01,FIAT,CORD_TUC_STAFE,Custodia/Coleta,33670.7543948763
2024-07-01,FIAT,Rosario,Custodia/Coleta,33670.75440274592
2024-07-01,FIAT,TIERRA DEL FUEGO,Custodia/Coleta,60407.02847959501
2024-07-01,FORD,CABA,Custodia/Coleta,30819.912489589293
2024-07-01,FORD,CORD_TUC_STAFE,Custodia/Coleta,33670.7543948763
2024-07-01,FORD,Rosario,Custodia/Coleta,33670.75440274592
2024-07-01,FORD,TIERRA DEL FUEGO,Custodia/Coleta,60407.02847959501
2024-07-01,PEUGEOT,CABA,Custodia/Coleta,30819.912489589293
2024-07-01,PEUGEOT,CORD_TUC_STAFE,Custodia/Coleta,33670.7543948763
2024-07-01,PEUGEOT,Rosario,Custodia/Coleta,33670.75440274592
2024-07-01,PEUGEOT,TIERRA DEL FUEGO,Custodia/Coleta,60407.02847959501
2024-07-01,RENAULT,CABA,Custodia/Coleta,30819.912489589296
2024-07-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,33670.7543948763
2024-07-01,RENAULT,Rosario,Custodia/Coleta,33670.75440274592
2024-07-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,60407.02847959501
2024-07-01,TOYOTA,CABA,Custodia/Coleta,30819.912489589293
2024-07-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,33670.7543948763
2024-07-01,TOYOTA,Rosario,Custodia/Coleta,33670.75440274592
2024-07-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,60407.028479595
2024-07-01,VOLKSWAGEN,CABA,Custodia/Coleta,30819.91248958929
2024-07-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,33670.7543948763
2024-07-01,VOLKSWAGEN,Rosario,Custodia/Coleta,33670.75440274592
2024-07-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,60407.02847959501
2024-10-01,CHEVROLET,CABA,Custodia/Coleta,31185.352176285116
2024-10-01,CHEVROLET,CORD_TUC_STAFE,Custodia/Coleta,34069.99725259149
2024-10-01,CHEVROLET,Rosario,Custodia/Coleta,34069.997252607805
2024-10-01,CHEVROLET,TIERRA DEL FUEGO,Custodia/Coleta,61123.29026551883
2024-10-01,FIAT,CABA,Custodia/Coleta,31185.352176285116
2024-10-01,FIAT,CORD_TUC_STAFE,Custodia/Coleta,34069.99725259149
2024-10-01,FIAT,Rosario,Custodia/Coleta,34069.997252607805
2024-10-01,FIAT,TIERRA DEL FUEGO,Custodia/Coleta,61123.29026551882
2024-10-01,FORD,CABA,Custodia/Coleta,31185.352176285116
2024-10-01,FORD,CORD_TUC_STAFE,Custodia/Coleta,34069.99725259149
2024-10-01,FORD,Rosario,Custodia/Coleta,34069.997252607805
2024-10-01,FORD,TIERRA DEL FUEGO,Custodia/Coleta,61123.29026551882
2024-10-01,PEUGEOT,CABA,Custodia/Coleta,31185.352176285116
2024-10-01,PEUGEOT,CORD_TUC_STAFE,Custodia/Coleta,34069.99725259149
2024-10-01,PEUGEOT,Rosario,Custodia/Coleta,34069.997252607805
2024-10-01,PEUGEOT,TIERRA DEL FUEGO,Custodia/Coleta,61123.29026551882
2024-10-01,RENAULT,CABA,Custodia/Coleta,31185.352176285116
2024-10-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,34069.99725259149
2024-10-01,RENAULT,Rosario,Custodia/Coleta,34069.997252607805
2024-10-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,61123.29026551882
2024-10-01,TOYOTA,CABA,Custodia/Coleta,31185.352176285116
2024-10-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,34069.997252591485
2024-10-01,TOYOTA,Rosario,Custodia/Coleta,34069.997252607805
2024-10-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,61123.29026551882
2024-10-01,VOLKSWAGEN,CABA,Custodia/Coleta,31932.094924161334
2024-10-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,34885.81370464625
2024-10-01,VOLKSWAGEN,Rosario,Custodia/Coleta,34885.81370466296
2024-10-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,62586.9060513562
2025-01-01,CHEVROLET,CABA,Custodia/Coleta,29003.635785049453
2025-01-01,CHEVROLET,CORD_TUC_STAFE,Custodia/Coleta,31686.472095166522
2025-01-01,CHEVROLET,Rosario,Custodia/Coleta,31686.4720892876
2025-01-01,CHEVROLET,TIERRA DEL FUEGO,Custodia/Coleta,56847.12613869691
2025-01-01,FIAT,CABA,Custodia/Coleta,29003.63578504945
2025-01-01,FIAT,CORD_TUC_STAFE,Custodia/Coleta,31686.472095166526
2025-01-01,FIAT,Rosario,Custodia/Coleta,31686.472089287596
2025-01-01,FIAT,TIERRA DEL FUEGO,Custodia/Coleta,56847.12613869691
2025-01-01,FORD,CABA,Custodia/Coleta,29003.63578504945
2025-01-01,FORD,CORD_TUC_STAFE,Custodia/Coleta,31686.472095166526
2025-01-01,FORD,Rosario,Custodia/Coleta,31686.472089287596
2025-01-01,FORD,TIERRA DEL FUEGO,Custodia/Coleta,56847.12613869691
2025-01-01,PEUGEOT,CABA,Custodia/Coleta,29003.63578504945
2025-01-01,PEUGEOT,CORD_TUC_STAFE,Custodia/Coleta,31686.472095166526
2025-01-01,PEUGEOT,Rosario,Custodia/Coleta,31686.472089287596
2025-01-01,PEUGEOT,TIERRA DEL FUEGO,Custodia/Coleta,56847.12613869691
2025-01-01,RENAULT,CABA,Custodia/Coleta,29003.63578504945
2025-01-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,31686.472095166526
2025-01-01,RENAULT,Rosario,Custodia/Coleta,31686.472089287596
2025-01-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,56847.12613869691
2025-01-01,TOYOTA,CABA,Custodia/Coleta,29003.635785049446
2025-01-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,31686.472095166522
2025-01-01,TOYOTA,Rosario,Custodia/Coleta,31686.472089287592
2025-01-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,56847.12613869691
2025-01-01,VOLKSWAGEN,CABA,Custodia/Coleta,29698.136670019372
2025-01-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,32445.21431199617
2025-01-01,VOLKSWAGEN,Rosario,Custodia/Coleta,32445.21430597646
2025-01-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,58208.347873237966
2025-04-01,CHEVROLET,CABA,Custodia/Coleta,28957.318421402684
2025-04-01,CHEVROLET,CORD_TUC_STAFE,Custodia/Coleta,31635.870375382434
2025-04-01,CHEVROLET,Rosario,Custodia/Coleta,31635.870375382434
2025-04-01,CHEVROLET,TIERRA DEL FUEGO,Custodia/Coleta,56756.34410594925
2025-04-01,FIAT,CABA,Custodia/Coleta,28957.318421402684
2025-04-01,FIAT,CORD_TUC_STAFE,Custodia/Coleta,31635.87037538243
2025-04-01,FIAT,Rosario,Custodia/Coleta,31635.87037538243
2025-04-01,FIAT,TIERRA DEL FUEGO,Custodia/Coleta,56756.344105949254
2025-04-01,FORD,CABA,Custodia/Coleta,28957.31842140268
2025-04-01,FORD,CORD_TUC_STAFE,Custodia/Coleta,31635.870375382427
2025-04-01,FORD,Rosario,Custodia/Coleta,31635.870375382427
2025-04-01,FORD,TIERRA DEL FUEGO,Custodia/Coleta,56756.34410594925
2025-04-01,PEUGEOT,CABA,Custodia/Coleta,28957.31842140268
2025-04-01,PEUGEOT,CORD_TUC_STAFE,Custodia/Coleta,31635.87037538243
2025-04-01,PEUGEOT,Rosario,Custodia/Coleta,31635.87037538243
2025-04-01,PEUGEOT,TIERRA DEL FUEGO,Custodia/Coleta,56756.34410594925
2025-04-01,RENAULT,CABA,Custodia/Coleta,28957.31842140268
2025-04-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,31635.87037538243
2025-04-01,RENAULT,Rosario,Custodia/Coleta,31635.87037538243
2025-04-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,56756.34410594925
2025-04-01,TOYOTA,CABA,Custodia/Coleta,28957.31842140268
2025-04-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,31635.870375382427
2025-04-01,TOYOTA,Rosario,Custodia/Coleta,31635.870375382427
2025-04-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,56756.34410594925
2025-04-01,VOLKSWAGEN,CABA,Custodia/Coleta,28957.318421402684
2025-04-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,31635.870375382434
2025-04-01,VOLKSWAGEN,Rosario,Custodia/Coleta,31635.870375382434
2025-04-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,56756.34410594925
2023-12-01,CHEVROLET,CABA,Luneta,67581.54992273962
2023-12-01,CHEVROLET,CORD_TUC_STAFE,Luneta,73832.84329059304
2023-12-01,CHEVROLET,Rosario,Luneta,73832.84328743599
2023-12-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,132459.83784856967
2023-12-01,FIAT,CABA,Luneta,62469.41285359658
2023-12-01,FIAT,CORD_TUC_STAFE,Luneta,68247.83354255429
2023-12-01,FIAT,Rosario,Luneta,68247.83353963603
2023-12-01,FIAT,TIERRA DEL FUEGO,Luneta,122440.04919304934
2023-12-01,FORD,CABA,Luneta,65446.26145064815
2023-12-01,FORD,CORD_TUC_STAFE,Luneta,71500.04063483312
2023-12-01,FORD,Rosario,Luneta,71500.04063177582
2023-12-01,FORD,TIERRA DEL FUEGO,Luneta,128274.67244327039
2023-12-01,PEUGEOT,CABA,Luneta,67318.42223950749
2023-12-01,PEUGEOT,CORD_TUC_STAFE,Luneta,73545.37629666195
2023-12-01,PEUGEOT,Rosario,Luneta,73545.3762935172
2023-12-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,131944.10758943472
2023-12-01,RENAULT,CABA,Luneta,61572.25445350957
2023-12-01,RENAULT,CORD_TUC_STAFE,Luneta,67267.68799045924
2023-12-01,RENAULT,Rosario,Luneta,67267.68798758289
2023-12-01,RENAULT,TIERRA DEL FUEGO,Luneta,120681.61872887879
2023-12-01,TOYOTA,CABA,Luneta,67373.95243239739
2023-12-01,TOYOTA,CORD_TUC_STAFE,Luneta,73606.04303239417
2023-12-01,TOYOTA,Rosario,Luneta,73606.04302924681
2023-12-01,TOYOTA,TIERRA DEL FUEGO,Luneta,132052.9467674989
2023-12-01,VOLKSWAGEN,CABA,Luneta,67194.03460743412
2023-12-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,73409.4828086218
2023-12-01,VOLKSWAGEN,Rosario,Luneta,73409.48280548284
2023-12-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,131700.3078305709
2024-02-01,CHEVROLET,CABA,Luneta,53932.88600155969
2024-02-01,CHEVROLET,CORD_TUC_STAFE,Luneta,58921.677956703956
2024-02-01,CHEVROLET,Rosario,Luneta,58921.67796336113
2024-02-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,105708.45656305696
2024-02-01,FIAT,CABA,Luneta,49853.18812411182
2024-02-01,FIAT,CORD_TUC_STAFE,Luneta,54464.608025592155
2024-02-01,FIAT,Rosario,Luneta,54464.60803174575
2024-02-01,FIAT,TIERRA DEL FUEGO,Luneta,97712.24872325914
2024-02-01,FORD,CABA,Luneta,52228.83704326546
2024-02-01,FORD,CORD_TUC_STAFE,Luneta,57060.00446976752
2024-02-01,FORD,Rosario,Luneta,57060.00447621435
2024-02-01,FORD,TIERRA DEL FUEGO,Luneta,102368.52060480029
2024-02-01,PEUGEOT,CABA,Luneta,53722.89917290844
2024-02-01,PEUGEOT,CORD_TUC_STAFE,Luneta,58692.267346402456
2024-02-01,PEUGEOT,Rosario,Luneta,58692.26735303371
2024-02-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,105296.88237890051
2024-02-01,RENAULT,CABA,Luneta,49137.21842864684
2024-02-01,RENAULT,CORD_TUC_STAFE,Luneta,53682.41113329668
2024-02-01,RENAULT,Rosario,Luneta,53682.411139361895
2024-02-01,RENAULT,TIERRA DEL FUEGO,Luneta,96308.9481201478
2024-02-01,TOYOTA,CABA,Luneta,53767.21457505886
2024-02-01,TOYOTA,CORD_TUC_STAFE,Luneta,58740.681923251796
2024-02-01,TOYOTA,Rosario,Luneta,58740.68192988853
2024-02-01,TOYOTA,TIERRA DEL FUEGO,Luneta,105383.74056711535
2024-02-01,VOLKSWAGEN,CABA,Luneta,53623.63267209147
2024-02-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,58583.818694259935
2024-02-01,VOLKSWAGEN,Rosario,Luneta,58583.81870087893
2024-02-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,105102.32003729927
2024-03-01,CHEVROLET,CABA,Luneta,53442.33390082189
2024-03-01,CHEVROLET,CORD_TUC_STAFE,Luneta,58385.74978664792
2024-03-01,CHEVROLET,Rosario,Luneta,58385.74977528998
2024-03-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,104746.9744456109
2024-03-01,FIAT,CABA,Luneta,49399.74333419175
2024-03-01,FIAT,CORD_TUC_STAFE,Luneta,53969.219592604495
2024-03-01,FIAT,Rosario,Luneta,53969.21958210571
2024-03-01,FIAT,TIERRA DEL FUEGO,Luneta,96823.49693501585
2024-03-01,FORD,CABA,Luneta,51860.059505972575
2024-03-01,FORD,CORD_TUC_STAFE,Luneta,56657.11501027504
2024-03-01,FORD,Rosario,Luneta,56657.114999253376
2024-03-01,FORD,TIERRA DEL FUEGO,Luneta,101645.71663170625
2024-03-01,PEUGEOT,CABA,Luneta,53234.257028925385
2024-03-01,PEUGEOT,CORD_TUC_STAFE,Luneta,58158.42580410099
2024-03-01,PEUGEOT,Rosario,Luneta,58158.425792787275
2024-03-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,104339.14377669376
2024-03-01,RENAULT,CABA,Luneta,48690.28581458484
2024-03-01,RENAULT,CORD_TUC_STAFE,Luneta,53194.137252433946
2024-03-01,RENAULT,Rosario,Luneta,53194.13724208595
2024-03-01,RENAULT,TIERRA DEL FUEGO,Luneta,95432.96019658631
2024-03-01,TOYOTA,CABA,Luneta,53278.16935578666
2024-03-01,TOYOTA,CORD_TUC_STAFE,Luneta,58206.40002119693
2024-03-01,TOYOTA,Rosario,Luneta,58206.40000987388
2024-03-01,TOYOTA,TIERRA DEL FUEGO,Luneta,104425.21193734185
2024-03-01,VOLKSWAGEN,CABA,Luneta,53099.51235472093
2024-03-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,58011.217247532615
2024-03-01,VOLKSWAGEN,Rosario,Luneta,58011.21723624754
2024-03-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,104075.04421525303
2024-05-01,CHEVROLET,CABA,Luneta,50106.41621204565
2024-05-01,CHEVROLET,CORD_TUC_STAFE,Luneta,54741.2597116599
2024-05-01,CHEVROLET,Rosario,Luneta,54741.259717023786
2024-05-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,98208.5757756095
2024-05-01,FIAT,CABA,Luneta,46395.30031649341
2024-05-01,FIAT,CORD_TUC_STAFE,Luneta,50686.865595769086
2024-05-01,FIAT,Rosario,Luneta,50686.86560073569
2024-05-01,FIAT,TIERRA DEL FUEGO,Luneta,90934.78862032712
2024-05-01,FORD,CABA,Luneta,48715.030094175796
2024-05-01,FORD,CORD_TUC_STAFE,Luneta,53221.17037788708
2024-05-01,FORD,Rosario,Luneta,53221.17038310202
2024-05-01,FORD,TIERRA DEL FUEGO,Luneta,95481.45898458456
2024-05-01,PEUGEOT,CABA,Luneta,49911.32768229142
2024-05-01,PEUGEOT,CORD_TUC_STAFE,Luneta,54528.1254929034
2024-05-01,PEUGEOT,Rosario,Luneta,54528.1254982464
2024-05-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,97826.2022572912
2024-05-01,RENAULT,CABA,Luneta,45650.995164931046
2024-05-01,RENAULT,CORD_TUC_STAFE,Luneta,49873.71221768719
2024-05-01,RENAULT,Rosario,Luneta,49873.712222574126
2024-05-01,RENAULT,TIERRA DEL FUEGO,Luneta,89475.95052326487
2024-05-01,TOYOTA,CABA,Luneta,49952.49896292137
2024-05-01,TOYOTA,CORD_TUC_STAFE,Luneta,54573.10511699162
2024-05-01,TOYOTA,Rosario,Luneta,54573.10512233903
2024-05-01,TOYOTA,TIERRA DEL FUEGO,Luneta,97906.89796732589
2024-05-01,VOLKSWAGEN,CABA,Luneta,49784.993889673475
2024-05-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,54390.10582446829
2024-05-01,VOLKSWAGEN,Rosario,Luneta,54390.10582979777
2024-05-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,97578.58802376002
2024-07-01,CHEVROLET,CABA,Luneta,49280.84779717102
2024-07-01,CHEVROLET,CORD_TUC_STAFE,Luneta,53839.32621840935
2024-07-01,CHEVROLET,Rosario,Luneta,53839.32623099283
2024-07-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,96590.4616824552
2024-07-01,FIAT,CABA,Luneta,45553.04858110208
2024-07-01,FIAT,CORD_TUC_STAFE,Luneta,49766.705574854015
2024-07-01,FIAT,Rosario,Luneta,49766.705586485645
2024-07-01,FIAT,TIERRA DEL FUEGO,Luneta,89283.97521896007
2024-07-01,FORD,CABA,Luneta,47955.171559178074
2024-07-01,FORD,CORD_TUC_STAFE,Luneta,52391.02492840205
2024-07-01,FORD,Rosario,Luneta,52391.02494064703
2024-07-01,FORD,TIERRA DEL FUEGO,Luneta,93992.13625598903
2024-07-01,PEUGEOT,CABA,Luneta,49088.97360482994
2024-07-01,PEUGEOT,CORD_TUC_STAFE,Luneta,53629.703663276705
2024-07-01,PEUGEOT,Rosario,Luneta,53629.70367581121
2024-07-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,96214.38826546668
2024-07-01,RENAULT,CABA,Luneta,44898.83561002954
2024-07-01,RENAULT,CORD_TUC_STAFE,Luneta,49051.97790395729
2024-07-01,RENAULT,Rosario,Luneta,49051.977915421856
2024-07-01,RENAULT,TIERRA DEL FUEGO,Luneta,88001.71779565791
2024-07-01,TOYOTA,CABA,Luneta,49129.466535031796
2024-07-01,TOYOTA,CORD_TUC_STAFE,Luneta,53673.94218952224
2024-07-01,TOYOTA,Rosario,Luneta,53673.94220206707
2024-07-01,TOYOTA,TIERRA DEL FUEGO,Luneta,96293.75440866232
2024-07-01,VOLKSWAGEN,CABA,Luneta,48964.72132585439
2024-07-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,53493.95804849592
2024-07-01,VOLKSWAGEN,Rosario,Luneta,53493.958060998695
2024-07-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,95970.85379867461
2024-10-01,CHEVROLET,CABA,Luneta,49002.676374745664
2024-10-01,CHEVROLET,CORD_TUC_STAFE,Luneta,53535.423939409644
2024-10-01,CHEVROLET,Rosario,Luneta,53535.42393943528
2024-10-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,96045.2456945015
2024-10-01,FIAT,CABA,Luneta,45422.24499874895
2024-10-01,FIAT,CORD_TUC_STAFE,Luneta,49623.802661133246
2024-10-01,FIAT,Rosario,Luneta,49623.802661157
2024-10-01,FIAT,TIERRA DEL FUEGO,Luneta,89027.60019754796
2024-10-01,FORD,CABA,Luneta,47737.77492804323
2024-10-01,FORD,CORD_TUC_STAFE,Luneta,52153.51910888724
2024-10-01,FORD,Rosario,Luneta,52153.51910891221
2024-10-01,FORD,TIERRA DEL FUEGO,Luneta,93566.03885896473
2024-10-01,PEUGEOT,CABA,Luneta,48784.05152697564
2024-10-01,PEUGEOT,CORD_TUC_STAFE,Luneta,53296.576293220896
2024-10-01,PEUGEOT,Rosario,Luneta,53296.57629324641
2024-10-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,95616.74099287225
2024-10-01,RENAULT,CABA,Luneta,44732.512711659016
2024-10-01,RENAULT,CORD_TUC_STAFE,Luneta,48870.27013748748
2024-10-01,RENAULT,Rosario,Luneta,48870.27013751087
2024-10-01,RENAULT,TIERRA DEL FUEGO,Luneta,87675.72491485167
2024-10-01,TOYOTA,CABA,Luneta,48861.7589601245
2024-10-01,TOYOTA,CORD_TUC_STAFE,Luneta,53381.47166393602
2024-10-01,TOYOTA,Rosario,Luneta,53381.47166396158
2024-10-01,TOYOTA,TIERRA DEL FUEGO,Luneta,95769.04756184401
2024-10-01,VOLKSWAGEN,CABA,Luneta,48660.57105601116
2024-10-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,53161.67387869221
2024-10-01,VOLKSWAGEN,Rosario,Luneta,53161.67387871766
2024-10-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,95374.71926978188
2025-01-01,CHEVROLET,CABA,Luneta,45574.466179880554
2025-01-01,CHEVROLET,CORD_TUC_STAFE,Luneta,49790.10430151951
2025-01-01,CHEVROLET,Rosario,Luneta,49790.10429228173
2025-01-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,89325.9537125659
2025-01-01,FIAT,CABA,Luneta,42244.520537588236
2025-01-01,FIAT,CORD_TUC_STAFE,Luneta,46152.13868731515
2025-01-01,FIAT,Rosario,Luneta,46152.138678752344
2025-01-01,FIAT,TIERRA DEL FUEGO,Luneta,82799.26025367294
2025-01-01,FORD,CABA,Luneta,44398.05679842621
2025-01-01,FORD,CORD_TUC_STAFE,Luneta,48504.877052280644
2025-01-01,FORD,Rosario,Luneta,48504.87704328132
2025-01-01,FORD,TIERRA DEL FUEGO,Luneta,87020.19132491539
2025-01-01,PEUGEOT,CABA,Luneta,45408.56237931068
2025-01-01,PEUGEOT,CORD_TUC_STAFE,Luneta,49608.85439939693
2025-01-01,PEUGEOT,Rosario,Luneta,49608.85439019278
2025-01-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,89000.78226344894
2025-01-01,RENAULT,CABA,Luneta,41703.37556010651
2025-01-01,RENAULT,CORD_TUC_STAFE,Luneta,45560.937799416366
2025-01-01,RENAULT,Rosario,Luneta,45560.937790963246
2025-01-01,RENAULT,TIERRA DEL FUEGO,Luneta,81738.61609780877
2025-01-01,TOYOTA,CABA,Luneta,45443.40729857181
2025-01-01,TOYOTA,CORD_TUC_STAFE,Luneta,49646.92247368971
2025-01-01,TOYOTA,Rosario,Luneta,49646.9224644785
2025-01-01,TOYOTA,TIERRA DEL FUEGO,Luneta,89069.07830520076
2025-01-01,VOLKSWAGEN,CABA,Luneta,45272.00758470053
2025-01-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,49459.66828628534
2025-01-01,VOLKSWAGEN,Rosario,Luneta,49459.66827710887
2025-01-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,88733.13486601305
2025-04-01,CHEVROLET,CABA,Luneta,45526.12813719242
2025-04-01,CHEVROLET,CORD_TUC_STAFE,Luneta,49737.29498988273
2025-04-01,CHEVROLET,Rosario,Luneta,49737.29498988273
2025-04-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,89231.21114889716
2025-04-01,FIAT,CABA,Luneta,42177.058139621164
2025-04-01,FIAT,CORD_TUC_STAFE,Luneta,46078.43601753613
2025-04-01,FIAT,Rosario,Luneta,46078.43601753613
2025-04-01,FIAT,TIERRA DEL FUEGO,Luneta,82667.03395365749
2025-04-01,FORD,CABA,Luneta,44362.55502257315
2025-04-01,FORD,CORD_TUC_STAFE,Luneta,48466.09136216117
2025-04-01,FORD,Rosario,Luneta,48466.09136216117
2025-04-01,FORD,TIERRA DEL FUEGO,Luneta,86950.60784424338
2025-04-01,PEUGEOT,CABA,Luneta,45336.047163908486
2025-04-01,PEUGEOT,CORD_TUC_STAFE,Luneta,49529.631526570025
2025-04-01,PEUGEOT,Rosario,Luneta,49529.631526570025
2025-04-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,88858.65244126065
2025-04-01,RENAULT,CABA,Luneta,41636.777343750786
2025-04-01,RENAULT,CORD_TUC_STAFE,Luneta,45488.17924804774
2025-04-01,RENAULT,Rosario,Luneta,45488.17924804774
2025-04-01,RENAULT,TIERRA DEL FUEGO,Luneta,81608.08359375155
2025-04-01,TOYOTA,CABA,Luneta,45370.83643756682
2025-04-01,TOYOTA,CORD_TUC_STAFE,Luneta,49567.63880804175
2025-04-01,TOYOTA,Rosario,Luneta,49567.63880804175
2025-04-01,TOYOTA,TIERRA DEL FUEGO,Luneta,88926.83941763098
2025-04-01,VOLKSWAGEN,CABA,Luneta,45199.71044051281
2025-04-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,49380.683656260255
2025-04-01,VOLKSWAGEN,Rosario,Luneta,49380.683656260255
2025-04-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,88591.43246340513
2023-12-01,CHEVROLET,CABA,Parabrisas,93787.84483118096
2023-12-01,CHEVROLET,CORD_TUC_STAFE,Parabrisas,102463.22047806521
2023-12-01,CHEVROLET,Rosario,Parabrisas,102463.22047368395
2023-12-01,CHEVROLET,TIERRA DEL FUEGO,Parabrisas,183824.1758691147
2023-12-01,FIAT,CABA,Parabrisas,94386.45155326037
2023-12-01,FIAT,CORD_TUC_STAFE,Parabrisas,103117.19832193696
2023-12-01,FIAT,Rosario,Parabrisas,103117.19831752773
2023-12-01,FIAT,TIERRA DEL FUEGO,Parabrisas,184997.4450443903
2023-12-01,FORD,CABA,Parabrisas,93852.35619564632
2023-12-01,FORD,CORD_TUC_STAFE,Parabrisas,102533.69914374361
2023-12-01,FORD,Rosario,Parabrisas,102533.69913935935
2023-12-01,FORD,TIERRA DEL FUEGO,Parabrisas,183950.61814346677
2023-12-01,PEUGEOT,CABA,Parabrisas,93591.11822890186
2023-12-01,PEUGEOT,CORD_TUC_STAFE,Parabrisas,102248.2966650753
2023-12-01,PEUGEOT,Rosario,Parabrisas,102248.29666070321
2023-12-01,PEUGEOT,TIERRA DEL FUEGO,Parabrisas,183438.59172864765
2023-12-01,RENAULT,CABA,Parabrisas,92411.74144237694
2023-12-01,RENAULT,CORD_TUC_STAFE,Parabrisas,100959.8275257968
2023-12-01,RENAULT,Rosario,Parabrisas,100959.82752147983
2023-12-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,181127.0132270588
2023-12-01,TOYOTA,CABA,Parabrisas,93660.93568943601
2023-12-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,102324.57224070883
2023-12-01,TOYOTA,Rosario,Parabrisas,102324.5722363335
2023-12-01,TOYOTA,TIERRA DEL FUEGO,Parabrisas,183575.43395129457
2023-12-01,VOLKSWAGEN,CABA,Parabrisas,94313.91103280999
2023-12-01,VOLKSWAGEN,CORD_TUC_STAFE,Parabrisas,103037.94780334493
2023-12-01,VOLKSWAGEN,Rosario,Parabrisas,103037.94779893909
2023-12-01,VOLKSWAGEN,TIERRA DEL FUEGO,Parabrisas,184855.2656243076
2024-02-01,CHEVROLET,CABA,Parabrisas,74851.44795339738
2024-02-01,CHEVROLET,CORD_TUC_STAFE,Parabrisas,81775.20688908666
2024-02-01,CHEVROLET,Rosario,Parabrisas,81775.20689832591
