año,AUT,marca,modelo,Codigo Modelo La Segunda,prima_dev_hist,prima_dev_ipc,ar_t,ns_t,ns_t_nro_sin,is_t,is_t_ipc
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 1.9 GTD,2255141,3543626,18,2,2,180000,243191
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF VARIANT 1.9 TDI COMFORTLINE,2882906,4636194,8,0,0,0,0
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF VARIANT 2.0 HIGHLINE AUT,350319,549031,2,0,0,0,0
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 1.8T GTI 180 HP HIGHLINE CU,1917250,3206814,4,0,0,0,0
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 1.8T GTI 180 HP HIGHLINE CU T,727303,1137999,1,0,0,0,0
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 2.8 VR6,481003,763455,3,0,0,0,0
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 1.8T GTI 150 HP,3377452,5427376,9,0,0,0,0
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 1.8 GL MI,19146848,30698829,110,26,23,20107209,28776888
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 2.0 ADVANCE,1466978,2287347,6,0,0,0,0
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 2.0 CONCEPTLINE,501079,796724,1,0,0,0,0
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 1.8T GTI 180 HP HIGHLINE TIP,546611,881806,1,0,0,0,0
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 1.8T GTI 180 HP L/07,726696,1140665,2,2,2,839779,1114329
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 1.9 TDI ADVANCE,1470137,2322015,4,3,2,1748650,2977865
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 1.9 TDI FORMAT,3816074,6043513,16,2,1,335272,582038
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 2.0L GTI,2213023,3399436,5,0,0,0,0
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 2.0T GTI TSI,5799518,9437094,10,2,2,403280,556924
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF VII 1.4 TSI VARIANT COMFOR,13182210,21102352,24,15,9,11886462,15822850
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF VII 2.0 GTI,58689955,94913419,61,24,18,27321214,40263895
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 1.6 ADVANCE,14296426,23048049,46,18,13,9161770,14050660
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 2.0 GTI,2931063,4683493,14,7,5,17355473,22095294
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 1.8T GTI 180 HP 3 PTAS,0,0,0,0,0,0,0
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF VII 1.4 TSI VARIANT COMFOR DS,15157760,24282776,28,21,13,7079860,9982965
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF VII 1.4 TSI COMFORTLINE,161615471,259593921,296,147,100,130917188,183508481
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF VII 1.4 TSI HIGHLINE DSG,135715289,219108736,215,101,71,79354964,106928232
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF VARIANT 1.6 COMFORTLINE,2476712,3980209,13,1,1,0,0
2024,AUT,VOLKSWAGEN,GOLF,VW GOLF 1.8 GL MI AA,12454644,19993352,65,20,14,31970153,43660552
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 8V ADVANCE SUMMER L/15,19859048,31809693,40,20,15,8386186,11368190
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 T SI GLI DSG L/17,10024562,16289630,13,1,1,286380,477230
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 FSI SPORTLINE DSG,5142826,8490254,14,5,5,440743,668203
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 1.9TDI ADVANCE DSG,5251617,8470510,16,5,4,12386838,15852179
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 TDI SPORTLINE,2683186,4326518,11,3,3,2039545,3128157
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO VARIANT 2.5 ADVANCE,5395458,8786241,16,6,3,2004415,2817633
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 T GLI DSG L/23,41211647,63246874,49,19,15,12959605,17394382
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 170 HP LUXURY L/15,46686109,75110625,93,40,26,17872464,26302640
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 1.4TSI HIGHLINE,54229503,87138497,100,34,23,37502108,52067293
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 150 HP ADVANCE,15823464,25349184,48,18,16,29438543,39360915
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 1.9TDI LUXURY,25121414,40541562,69,19,10,29486313,42411168
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 1.9TDI LUXURY DSG,12075391,19322105,27,17,10,8210476,12731689
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO VARIANT 2.5 ADVANCE TIP,1256482,2012290,3,3,2,305785,449624
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO VARIANT 2.5 CONFORT TIP L/11,2208939,3530703,7,0,0,0,0
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 T SPORTLINE L/11,70318820,112508202,143,74,47,86696710,129347734
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 TDI LUXURY L/11,60038794,96766418,139,78,53,68540360,94485339
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 TDI COMFORT,33353007,53505900,87,24,21,7541420,10598365
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 150 HP LUXURY,13758941,22073073,39,14,12,20259742,24486650
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 1.9TDI ADVANCE,36491383,58488066,109,52,35,43379965,63501763
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO VARIANT 1.9 TDI LUXURY,271439,428207,2,1,1,0,0
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO VARIANT 2.5 ADVANCE TIP L/11,2828976,4580282,6,1,1,2119317,3094351
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 T. GLI DSG L/19,2718990,4388886,3,0,0,0,0
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 170 HP ADVANCE PLUS L15,55175094,88672313,116,58,41,43446141,60286744
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 T SI GLI+NAV L/17,2331213,3659075,4,2,2,705328,1003064
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 1.4TSI HIGHLINE AQ TIP.L/18,47800058,76493245,78,31,22,42281422,60464797
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 FSI ELEGANCE DSG,9038469,14737535,19,8,7,2470113,4297327
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 TDI ELEGANCE,8291424,13126308,28,7,5,6012234,8207072
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 TDI SPORTLINE DSG,3329893,5400037,8,3,3,13288717,14562737
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO VARIANT 1.9 TDI ADVANCE DSG,865813,1391194,2,0,0,0,0
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO VARIANT 2.5 ADVANCE L/11,18253395,29489530,41,21,15,14363257,20687016
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 TDI LUXURY DSG L/11,28285369,45834555,64,19,16,10672798,14705542
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 150 HP ADVANCE TIP,4274748,6786123,10,1,1,106788,106788
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 170 HP ADVANCE PLUS TIP,12364076,19914020,33,17,15,9293616,12951786
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 170 HP LUXURY TIP L/15,39749362,64887814,77,52,38,35390481,54357547
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 T SI GLI L/17,19724555,32034669,31,6,5,1201150,1732659
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 1.4TSI HIGHLINE DSG,74691905,120709878,132,74,51,51692651,78202053
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 FSI SPORTLINE,16679038,26907542,36,13,12,2673594,4058725
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 TDI ELEGANCE DSG,6959070,11034384,16,5,5,844328,1162415
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 T SPORTLINE DSG L/11,58808470,94401178,112,56,42,60452642,88438878
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 TDI ADVANCE L/11,67109476,107212367,172,73,54,63097598,90055771
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 170 HP LUXURY L/11,207125946,331729515,469,193,129,153636214,211719085
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 T SPORTLINE L/13 BIXENON,0,0,0,0,0,0,0
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 1.4TSI HIGHLINE 250,64058617,103084883,97,48,31,53980609,76601321
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 8V ADVANCE L/11,2634589,4277844,6,0,0,0,0
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 170 HP ADV PLUS TIP L15,38402545,62742446,74,33,24,13480837,19708538
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 1.4TSI COMFORTLINE,71189460,114620593,131,88,67,36811731,53963411
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 1.4TSI CONFORTLINE DSG,52539064,84047505,98,38,25,17776863,26717870
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 150 HP LUXURY TIP,5344799,8685822,13,4,4,16529,28694
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO VARIANT 2.0 TDI ADVANCE L/11,12964236,21246098,32,14,11,10164591,13613581
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO VARIANT 2.0 TDI CONFORT L/11,4599401,7339864,10,2,2,536824,810962
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 170 HP LUXURY TIP L/11,96767714,155298419,218,91,69,48507447,74373073
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 170 HP ADVANCE,41599505,66872989,118,59,42,23829897,33395567
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 170 HP LUXURY,43233281,70179794,114,57,46,61900843,81333953
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 T SPORTLINE L/13 BIXENON DS,0,0,0,0,0,0,0
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 170 HP ADVANCE PLUS,22507678,36452604,56,24,18,13020709,18479205
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 8V ADVANCE L/15,28519970,45539998,64,24,16,14137793,18501470
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 TDI ADVANCE SUMMER L/15,15102224,24667505,33,3,3,17367000,25540234
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 T SI GLI+NAV DSG L/17,37673753,60669626,64,36,25,27512827,39461297
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO VARIANT 1.9 TDI LUXURY DSG,0,0,0,0,0,0,0
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO VARIANT 1.9 TDI ADVANCE,1940902,3147269,5,2,2,11050959,17341682
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO VARIANT 2.5 CONFORT L/11,14755512,23978345,37,19,13,35912304,41133774
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 T GLI DSG L/25,0,0,0,0,0,0,0
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 1.4TSI COMFORT.AQ TIP. L/18,47168962,76273870,78,43,27,45136263,71133017
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.0 FSI ELEGANCE,16913421,27245486,48,9,8,2986155,4317050
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO VARIANT 2.5 LUXURY,2265133,3575925,6,0,0,0,0
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO VARIANT 2.5 LUXURY TIP,476048,828065,2,0,0,0,0
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 170 HP ADVANCE TIP,14946916,24237233,37,10,6,2289585,3414519
2024,AUT,VOLKSWAGEN,VENTO,VW VENTO 2.5 170 HP LUXURY TIP,22862522,36682788,61,27,19,14705964,21283522
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/17 C/EXT PACK HIGH,48240829,77062649,125,39,31,33378057,47741814
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/17 C/DOBLE PACK HIGH,44007302,70271010,123,39,32,15278532,21906652
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 MI AA,19902267,31611639,88,13,11,4410921,6535686
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.9 SD,9299409,14765487,61,9,8,8798553,12587311
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/20 C/DOB COMFORTLINE,36917794,59221381,92,47,33,28641081,40448399
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/15 C/DOBLE CROSS,17065284,27029659,50,19,14,20251824,29557302
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/18 C/DOB HIGHLINE,34728224,55772606,88,46,30,32548161,49508957
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 D,35414880,56197362,265,24,21,10759137,15278560
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/15 C/DOBLE PACK HIGH,40008362,64146586,114,43,35,24075539,29111208
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/17 SAFETY,78054666,124741499,242,131,98,74083291,106874367
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/17 C/EXT SAFETY,59829331,95361846,188,80,60,70805119,95878880
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 MI PLUS,10391395,16516921,48,9,7,23760406,25164106
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.9 SD PLUS,7177560,11422304,35,9,6,2803752,3585005
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 MI PLUS AA,9520652,15219377,45,20,13,10208930,14068175
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/10 C/EXT PACK SEGU.,34477948,55068288,106,55,40,33632291,50309008
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/24 C/DOB CONFORTLINE,7531258,11048857,14,5,3,3806788,5105709
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/22 C/DOB CONFORTLINE,26476696,42213743,59,17,12,8053281,10509960
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/13 AA+PS,92226539,146716342,328,102,80,60697713,86377651
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/13 C/EXT SAFETY,121157413,192830914,380,135,107,124589632,172385384
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/17 C/DOBLE POWER,49547865,79621967,150,65,43,41237842,59508176
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/17 C/DOBLE CROSS HIG,48654358,78458196,127,56,37,58592898,90758057
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/10,106920424,170676104,403,104,89,55588985,70856753
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/10 PACK I,33015125,53186967,111,41,33,20784610,26484682
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/10 C/EXT,87249632,138877525,321,124,92,273292548,318546845
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/13 AA+PS+SAFETY,56325533,89543647,177,78,53,65859808,82190766
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/18 C/SIM TRENDLINE,94686259,151584058,224,115,84,93442907,136998861
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/18 C/DOB CROSS,63061447,101318974,153,55,38,51373389,80201578
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 MI GNC,3541217,5694414,15,6,4,1175372,1582083
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/22 C/DOB HIGHLINE,1256418,2022905,3,4,3,950615,1511538
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/15 C/DOBLE POWER,77381797,123544703,231,97,72,58727483,77880134
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.9 SD PLUS AA,6892214,11100262,26,7,5,12254102,16751313
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.9 SD DH AA,35541886,56909135,181,25,22,14737370,17785060
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 MI LIMITED,6645912,10593554,34,3,3,198056,313883
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.9 SD LIMITED,6492288,10348560,34,7,6,1467633,2250977
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 MI,40731803,64490698,231,50,43,29655325,35804746
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 D CL,11824653,18832416,87,16,14,4041477,5574945
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/24 C/SIM TRENDLINE,16517535,24140815,33,14,10,3915337,5126897
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/13 C/EXT SAF. P/HIGH,86119897,137707986,250,121,86,59050896,89515360
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/18 C/EXT COMFORTLINE,19827361,31845595,52,24,18,22082547,27714865
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 CL,42955653,68209972,312,42,37,41206907,48798178
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.9 SD DH,43038666,68384709,231,41,31,16126118,21591499
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6L GP,14400,32587,0,0,0,0,0
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/24 C/DOB EXTREME,2666357,3814866,5,2,1,240936,302820
2024,AUT,VOLKSWAGEN,SAVEIRO,VW SAVEIRO 1.6 L/22 C/SIM TRENDLINE,5248046,8372972,13,5,5,895042,1189813
2024,AUT,VOLKSWAGEN,SHARAN,VW SHARAN 1.8 T TRENDLINE TIP. CU,121379,194662,1,0,0,0,0
2024,AUT,VOLKSWAGEN,SHARAN,VW SHARAN 1.4 TSI COMFORTLINE,10443925,16834359,22,17,12,14133400,19627953
2024,AUT,VOLKSWAGEN,SHARAN,VW SHARAN,135081,178971,0,0,0,0,0
2024,AUT,VOLKSWAGEN,SHARAN,VW SHARAN 1.9 TDI HIGHLINE,7601117,12214955,27,5,5,3567407,4936985
2024,AUT,VOLKSWAGEN,SHARAN,VW SHARAN 1.9 TDI HIGHLINE CU,2044294,3267229,7,7,5,8479420,10532404
2024,AUT,VOLKSWAGEN,SHARAN,VW SHARAN 1.9 TDI TRENDLINE TIP,665164,1063561,2,1,1,106788,106788
2024,AUT,VOLKSWAGEN,SHARAN,VW SHARAN 2.0 TSI HIGHLINE DSG,3697404,5869866,7,5,4,1900485,3189782
2024,AUT,VOLKSWAGEN,SHARAN,VW SHARAN 1.9 TDI TRENDLINE,906669,1440911,2,0,0,0,0
2024,AUT,VOLKSWAGEN,SHARAN,VW SHARAN 1.9 TDI COMFORTLINE,153769,243780,1,0,0,0,0
2024,AUT,VOLKSWAGEN,SHARAN,VW SHARAN 1.9 TDI HIGHLINE TIP CU,907061,1441391,3,0,0,0,0
2024,AUT,VOLKSWAGEN,SHARAN,VW SHARAN VR6 CARAT,0,0,0,0,0,0,0
2024,AUT,VOLKSWAGEN,SHARAN,VW SHARAN 1.8 T TRENDLINE TIP.,2006885,3212591,5,2,2,0,0
2024,AUT,VOLKSWAGEN,SHARAN,VW SHARAN 1.9 TDI HIGHLINE TIP CU 2CL,652043,1034521,2,0,0,0,0
2024,AUT,VOLKSWAGEN,SHARAN,VW SHARAN 1.9 TDI HIGHLINE TIP.,923143,1494961,4,0,0,0,0
2024,AUT,VOLKSWAGEN,SHARAN,VW SHARAN 1.8 T TRENDLINE,6462812,10297302,18,10,8,4217433,5813207
2024,AUT,VOLKSWAGEN,ROUTAN,VOLKSWAGEN ROUTAN 4.0,213840,336103,1,0,0,0,0
2024,AUT,VOLKSWAGEN,TRANSPORTER,VW TRANSPORTER 1.9 TDI COMFORT.,3922234,6312332,9,3,2,2871375,4278513
2024,AUT,VOLKSWAGEN,TRANSPORTER,VW TRANSPORTER 1.9 TDI T/ELEVADO,499771,804151,2,0,0,0,0
2024,AUT,VOLKSWAGEN,TRANSPORTER,VW TRANSPORTER 2.4 D EJECUTIVA,406804,648724,1,0,0,0,0
2024,AUT,VOLKSWAGEN,TRANSPORTER,VW TRANSPORTER 1.9 TDI,10420250,16495379,51,11,9,3939909,4823029
2024,AUT,VOLKSWAGEN,TRANSPORTER,VW TRANSPORTER 1.9 TDI S/PARED,1553006,2472556,8,0,0,0,0
2024,AUT,VOLKSWAGEN,TRANSPORTER,VW TRANSPORTER 2.4 D AA,2679950,4308092,12,1,1,421521,645662
2024,AUT,VOLKSWAGEN,TRANSPORTER,VW TRANSPORTER 2.4 D,5578080,8939373,17,4,3,1551847,1558915
2024,AUT,VOLKSWAGEN,TRANSPORTER,VW TRANSPORTER 1.9 TDI COMFORT. 2 PLC,0,0,0,0,0,0,0
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 2.5 TDI R5 PREMIUM,215677,338634,1,0,0,0,0
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 3.6 V6 FSI ELEGANCE L/11,7038922,11367854,6,9,6,18863037,25308663
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 3.2 V6,551835,883645,2,0,0,0,0
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 3.6 V6 FSI STYLE,1870841,3019881,1,1,1,0,0
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 3.6 V6 FSI LIFE L/11,2547552,3957155,3,2,1,130000,225682
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 3.0 V6 TDI ELEGANCE L/11,9752668,15517036,13,8,6,36939123,47091559
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 3.0 V6 TDI LIFE L/11,0,0,0,0,0,0,0
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 3.0 V6 TDI PREMIUM L/19,3122890,5085041,3,4,3,16966729,29056023
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 3.0 V6 TDI PREMIUM L/17,9235165,15213078,8,2,2,3346387,4384503
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 4.2 V8 FSI PREMIUM L/17,8258933,13538103,7,1,1,987603,1299180
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 4.2 V8 FSI PREMIUM,1173949,1898327,5,3,2,2095179,2160191
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 3.6 V6 FSI STYLE L/11,2773991,4650174,5,0,0,0,0
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 4.2 V8 FSI PREMIUM L/11,6171664,10169461,5,3,2,2519787,3606849
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 3.6 V6 FSI PREMIUM,1375936,2233421,1,0,0,0,0
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 3.0 V6 TDI STYLE L/11,4513133,7212268,5,4,2,3758909,4716177
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 5.0 TDI,0,0,0,0,0,0,0
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 3.0 V6 HYBRID,892878,1527922,1,0,0,0,0
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 2.5 TDI R5 STYLE,0,0,0,0,0,0,0
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 2.5 TDI,550252,957663,3,0,0,0,0
2024,AUT,VOLKSWAGEN,TOUAREG,VW TOUAREG 4.2 V8,1702235,2712355,3,1,1,106788,106788
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN 2.0 TSI EXCLUSIVE TIP L/08,5904367,9479370,15,4,3,902516,1171760
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN 2.0 TSI SPORT&STYLE L/08,10182339,16517068,19,5,4,3576751,5464216
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN ALLSPACE 2.0T 350 LIFE 4MO. DS,39354866,59616068,41,14,11,6711850,9002027
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN 2.0 TDI EXCLUSIVE TIP L/12,5427247,8953729,11,2,2,22080788,29013313
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN 2.0 TSI PREMIUM L/12,3468288,5495859,6,3,3,5314970,7444553
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN 2.0 TDI EXCLUSIVE TIP L/08,10962257,17610898,26,6,5,1853109,2925998
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN 1.4 TSI 250 DSG7 LIFE,0,0,0,0,0,0,0
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN 2.0 TSI ELEGANCE TIP L/12,4082394,6522165,5,5,3,3681671,6344501
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN 2.0 TDI SPORT PL TIP.,1169926,1926062,4,1,1,404959,703015
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN 2.0 TDI ELEGANCE TIP L/12,4936179,7749704,9,1,1,578628,1103540
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN 2.0 TDI SPORTSTYLE TI L/08,9335974,15197213,18,3,3,2065426,2930049
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN 2.0 TSI SPORT&STYLE TI L/08,4602107,7409215,11,4,4,1463900,2384740
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN 2.0 TDI SPORT PL II TIP.,0,0,0,0,0,0,0
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN ALLSPACE 1.4T 250 AUT,83212608,133988692,110,52,37,63746114,83092620
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN 2.0 TSI ELEGANCE L/12,9088083,14654460,15,8,5,7680652,10704933
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN 2.0 TSI SPORTSTYLE TI L/12,12554395,20443556,21,11,6,2819243,4462506
2024,AUT,VOLKSWAGEN,TIGUAN,VW TIGUAN 2.0 TSI EXCLUSIVE L/12,11238191,17775798,21,13,10,5019565,7671286
